"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"12926",26,100,1,0.1,"exp1_00001_0100_026_0.1","JC",NA,10000,"DNA","exp1_00001_0100_026_0.1_random_trees.phy","exp1_00001_0100_026_0.1_partitions.nex","exp1_00001_0100_026_0.1_output_alignment"
"12927",27,100,1,0.1,"exp1_00001_0100_027_0.1","JC",NA,10000,"DNA","exp1_00001_0100_027_0.1_random_trees.phy","exp1_00001_0100_027_0.1_partitions.nex","exp1_00001_0100_027_0.1_output_alignment"
"12928",28,100,1,0.1,"exp1_00001_0100_028_0.1","JC",NA,10000,"DNA","exp1_00001_0100_028_0.1_random_trees.phy","exp1_00001_0100_028_0.1_partitions.nex","exp1_00001_0100_028_0.1_output_alignment"
"12929",29,100,1,0.1,"exp1_00001_0100_029_0.1","JC",NA,10000,"DNA","exp1_00001_0100_029_0.1_random_trees.phy","exp1_00001_0100_029_0.1_partitions.nex","exp1_00001_0100_029_0.1_output_alignment"
"12930",30,100,1,0.1,"exp1_00001_0100_030_0.1","JC",NA,10000,"DNA","exp1_00001_0100_030_0.1_random_trees.phy","exp1_00001_0100_030_0.1_partitions.nex","exp1_00001_0100_030_0.1_output_alignment"
"12931",31,100,1,0.1,"exp1_00001_0100_031_0.1","JC",NA,10000,"DNA","exp1_00001_0100_031_0.1_random_trees.phy","exp1_00001_0100_031_0.1_partitions.nex","exp1_00001_0100_031_0.1_output_alignment"
"12932",32,100,1,0.1,"exp1_00001_0100_032_0.1","JC",NA,10000,"DNA","exp1_00001_0100_032_0.1_random_trees.phy","exp1_00001_0100_032_0.1_partitions.nex","exp1_00001_0100_032_0.1_output_alignment"
"12933",33,100,1,0.1,"exp1_00001_0100_033_0.1","JC",NA,10000,"DNA","exp1_00001_0100_033_0.1_random_trees.phy","exp1_00001_0100_033_0.1_partitions.nex","exp1_00001_0100_033_0.1_output_alignment"
"12934",34,100,1,0.1,"exp1_00001_0100_034_0.1","JC",NA,10000,"DNA","exp1_00001_0100_034_0.1_random_trees.phy","exp1_00001_0100_034_0.1_partitions.nex","exp1_00001_0100_034_0.1_output_alignment"
"12935",35,100,1,0.1,"exp1_00001_0100_035_0.1","JC",NA,10000,"DNA","exp1_00001_0100_035_0.1_random_trees.phy","exp1_00001_0100_035_0.1_partitions.nex","exp1_00001_0100_035_0.1_output_alignment"
"12936",36,100,1,0.1,"exp1_00001_0100_036_0.1","JC",NA,10000,"DNA","exp1_00001_0100_036_0.1_random_trees.phy","exp1_00001_0100_036_0.1_partitions.nex","exp1_00001_0100_036_0.1_output_alignment"
"12937",37,100,1,0.1,"exp1_00001_0100_037_0.1","JC",NA,10000,"DNA","exp1_00001_0100_037_0.1_random_trees.phy","exp1_00001_0100_037_0.1_partitions.nex","exp1_00001_0100_037_0.1_output_alignment"
"12938",38,100,1,0.1,"exp1_00001_0100_038_0.1","JC",NA,10000,"DNA","exp1_00001_0100_038_0.1_random_trees.phy","exp1_00001_0100_038_0.1_partitions.nex","exp1_00001_0100_038_0.1_output_alignment"
"12939",39,100,1,0.1,"exp1_00001_0100_039_0.1","JC",NA,10000,"DNA","exp1_00001_0100_039_0.1_random_trees.phy","exp1_00001_0100_039_0.1_partitions.nex","exp1_00001_0100_039_0.1_output_alignment"
"12940",40,100,1,0.1,"exp1_00001_0100_040_0.1","JC",NA,10000,"DNA","exp1_00001_0100_040_0.1_random_trees.phy","exp1_00001_0100_040_0.1_partitions.nex","exp1_00001_0100_040_0.1_output_alignment"
"12941",41,100,1,0.1,"exp1_00001_0100_041_0.1","JC",NA,10000,"DNA","exp1_00001_0100_041_0.1_random_trees.phy","exp1_00001_0100_041_0.1_partitions.nex","exp1_00001_0100_041_0.1_output_alignment"
"12942",42,100,1,0.1,"exp1_00001_0100_042_0.1","JC",NA,10000,"DNA","exp1_00001_0100_042_0.1_random_trees.phy","exp1_00001_0100_042_0.1_partitions.nex","exp1_00001_0100_042_0.1_output_alignment"
"12943",43,100,1,0.1,"exp1_00001_0100_043_0.1","JC",NA,10000,"DNA","exp1_00001_0100_043_0.1_random_trees.phy","exp1_00001_0100_043_0.1_partitions.nex","exp1_00001_0100_043_0.1_output_alignment"
"12944",44,100,1,0.1,"exp1_00001_0100_044_0.1","JC",NA,10000,"DNA","exp1_00001_0100_044_0.1_random_trees.phy","exp1_00001_0100_044_0.1_partitions.nex","exp1_00001_0100_044_0.1_output_alignment"
"12945",45,100,1,0.1,"exp1_00001_0100_045_0.1","JC",NA,10000,"DNA","exp1_00001_0100_045_0.1_random_trees.phy","exp1_00001_0100_045_0.1_partitions.nex","exp1_00001_0100_045_0.1_output_alignment"
"12946",46,100,1,0.1,"exp1_00001_0100_046_0.1","JC",NA,10000,"DNA","exp1_00001_0100_046_0.1_random_trees.phy","exp1_00001_0100_046_0.1_partitions.nex","exp1_00001_0100_046_0.1_output_alignment"
"12947",47,100,1,0.1,"exp1_00001_0100_047_0.1","JC",NA,10000,"DNA","exp1_00001_0100_047_0.1_random_trees.phy","exp1_00001_0100_047_0.1_partitions.nex","exp1_00001_0100_047_0.1_output_alignment"
"12948",48,100,1,0.1,"exp1_00001_0100_048_0.1","JC",NA,10000,"DNA","exp1_00001_0100_048_0.1_random_trees.phy","exp1_00001_0100_048_0.1_partitions.nex","exp1_00001_0100_048_0.1_output_alignment"
"12949",49,100,1,0.1,"exp1_00001_0100_049_0.1","JC",NA,10000,"DNA","exp1_00001_0100_049_0.1_random_trees.phy","exp1_00001_0100_049_0.1_partitions.nex","exp1_00001_0100_049_0.1_output_alignment"
"12950",50,100,1,0.1,"exp1_00001_0100_050_0.1","JC",NA,10000,"DNA","exp1_00001_0100_050_0.1_random_trees.phy","exp1_00001_0100_050_0.1_partitions.nex","exp1_00001_0100_050_0.1_output_alignment"
"12951",51,100,1,0.1,"exp1_00001_0100_051_0.1","JC",NA,10000,"DNA","exp1_00001_0100_051_0.1_random_trees.phy","exp1_00001_0100_051_0.1_partitions.nex","exp1_00001_0100_051_0.1_output_alignment"
"12952",52,100,1,0.1,"exp1_00001_0100_052_0.1","JC",NA,10000,"DNA","exp1_00001_0100_052_0.1_random_trees.phy","exp1_00001_0100_052_0.1_partitions.nex","exp1_00001_0100_052_0.1_output_alignment"
"12953",53,100,1,0.1,"exp1_00001_0100_053_0.1","JC",NA,10000,"DNA","exp1_00001_0100_053_0.1_random_trees.phy","exp1_00001_0100_053_0.1_partitions.nex","exp1_00001_0100_053_0.1_output_alignment"
"12954",54,100,1,0.1,"exp1_00001_0100_054_0.1","JC",NA,10000,"DNA","exp1_00001_0100_054_0.1_random_trees.phy","exp1_00001_0100_054_0.1_partitions.nex","exp1_00001_0100_054_0.1_output_alignment"
"12955",55,100,1,0.1,"exp1_00001_0100_055_0.1","JC",NA,10000,"DNA","exp1_00001_0100_055_0.1_random_trees.phy","exp1_00001_0100_055_0.1_partitions.nex","exp1_00001_0100_055_0.1_output_alignment"
"12956",56,100,1,0.1,"exp1_00001_0100_056_0.1","JC",NA,10000,"DNA","exp1_00001_0100_056_0.1_random_trees.phy","exp1_00001_0100_056_0.1_partitions.nex","exp1_00001_0100_056_0.1_output_alignment"
"12957",57,100,1,0.1,"exp1_00001_0100_057_0.1","JC",NA,10000,"DNA","exp1_00001_0100_057_0.1_random_trees.phy","exp1_00001_0100_057_0.1_partitions.nex","exp1_00001_0100_057_0.1_output_alignment"
"12958",58,100,1,0.1,"exp1_00001_0100_058_0.1","JC",NA,10000,"DNA","exp1_00001_0100_058_0.1_random_trees.phy","exp1_00001_0100_058_0.1_partitions.nex","exp1_00001_0100_058_0.1_output_alignment"
"12959",59,100,1,0.1,"exp1_00001_0100_059_0.1","JC",NA,10000,"DNA","exp1_00001_0100_059_0.1_random_trees.phy","exp1_00001_0100_059_0.1_partitions.nex","exp1_00001_0100_059_0.1_output_alignment"
"12960",60,100,1,0.1,"exp1_00001_0100_060_0.1","JC",NA,10000,"DNA","exp1_00001_0100_060_0.1_random_trees.phy","exp1_00001_0100_060_0.1_partitions.nex","exp1_00001_0100_060_0.1_output_alignment"
"12961",61,100,1,0.1,"exp1_00001_0100_061_0.1","JC",NA,10000,"DNA","exp1_00001_0100_061_0.1_random_trees.phy","exp1_00001_0100_061_0.1_partitions.nex","exp1_00001_0100_061_0.1_output_alignment"
"12962",62,100,1,0.1,"exp1_00001_0100_062_0.1","JC",NA,10000,"DNA","exp1_00001_0100_062_0.1_random_trees.phy","exp1_00001_0100_062_0.1_partitions.nex","exp1_00001_0100_062_0.1_output_alignment"
"12963",63,100,1,0.1,"exp1_00001_0100_063_0.1","JC",NA,10000,"DNA","exp1_00001_0100_063_0.1_random_trees.phy","exp1_00001_0100_063_0.1_partitions.nex","exp1_00001_0100_063_0.1_output_alignment"
"12964",64,100,1,0.1,"exp1_00001_0100_064_0.1","JC",NA,10000,"DNA","exp1_00001_0100_064_0.1_random_trees.phy","exp1_00001_0100_064_0.1_partitions.nex","exp1_00001_0100_064_0.1_output_alignment"
"12965",65,100,1,0.1,"exp1_00001_0100_065_0.1","JC",NA,10000,"DNA","exp1_00001_0100_065_0.1_random_trees.phy","exp1_00001_0100_065_0.1_partitions.nex","exp1_00001_0100_065_0.1_output_alignment"
"12966",66,100,1,0.1,"exp1_00001_0100_066_0.1","JC",NA,10000,"DNA","exp1_00001_0100_066_0.1_random_trees.phy","exp1_00001_0100_066_0.1_partitions.nex","exp1_00001_0100_066_0.1_output_alignment"
"12967",67,100,1,0.1,"exp1_00001_0100_067_0.1","JC",NA,10000,"DNA","exp1_00001_0100_067_0.1_random_trees.phy","exp1_00001_0100_067_0.1_partitions.nex","exp1_00001_0100_067_0.1_output_alignment"
"12968",68,100,1,0.1,"exp1_00001_0100_068_0.1","JC",NA,10000,"DNA","exp1_00001_0100_068_0.1_random_trees.phy","exp1_00001_0100_068_0.1_partitions.nex","exp1_00001_0100_068_0.1_output_alignment"
"12969",69,100,1,0.1,"exp1_00001_0100_069_0.1","JC",NA,10000,"DNA","exp1_00001_0100_069_0.1_random_trees.phy","exp1_00001_0100_069_0.1_partitions.nex","exp1_00001_0100_069_0.1_output_alignment"
"12970",70,100,1,0.1,"exp1_00001_0100_070_0.1","JC",NA,10000,"DNA","exp1_00001_0100_070_0.1_random_trees.phy","exp1_00001_0100_070_0.1_partitions.nex","exp1_00001_0100_070_0.1_output_alignment"
"12971",71,100,1,0.1,"exp1_00001_0100_071_0.1","JC",NA,10000,"DNA","exp1_00001_0100_071_0.1_random_trees.phy","exp1_00001_0100_071_0.1_partitions.nex","exp1_00001_0100_071_0.1_output_alignment"
"12972",72,100,1,0.1,"exp1_00001_0100_072_0.1","JC",NA,10000,"DNA","exp1_00001_0100_072_0.1_random_trees.phy","exp1_00001_0100_072_0.1_partitions.nex","exp1_00001_0100_072_0.1_output_alignment"
"12973",73,100,1,0.1,"exp1_00001_0100_073_0.1","JC",NA,10000,"DNA","exp1_00001_0100_073_0.1_random_trees.phy","exp1_00001_0100_073_0.1_partitions.nex","exp1_00001_0100_073_0.1_output_alignment"
"12974",74,100,1,0.1,"exp1_00001_0100_074_0.1","JC",NA,10000,"DNA","exp1_00001_0100_074_0.1_random_trees.phy","exp1_00001_0100_074_0.1_partitions.nex","exp1_00001_0100_074_0.1_output_alignment"
"12975",75,100,1,0.1,"exp1_00001_0100_075_0.1","JC",NA,10000,"DNA","exp1_00001_0100_075_0.1_random_trees.phy","exp1_00001_0100_075_0.1_partitions.nex","exp1_00001_0100_075_0.1_output_alignment"
"12976",76,100,1,0.1,"exp1_00001_0100_076_0.1","JC",NA,10000,"DNA","exp1_00001_0100_076_0.1_random_trees.phy","exp1_00001_0100_076_0.1_partitions.nex","exp1_00001_0100_076_0.1_output_alignment"
"12977",77,100,1,0.1,"exp1_00001_0100_077_0.1","JC",NA,10000,"DNA","exp1_00001_0100_077_0.1_random_trees.phy","exp1_00001_0100_077_0.1_partitions.nex","exp1_00001_0100_077_0.1_output_alignment"
"12978",78,100,1,0.1,"exp1_00001_0100_078_0.1","JC",NA,10000,"DNA","exp1_00001_0100_078_0.1_random_trees.phy","exp1_00001_0100_078_0.1_partitions.nex","exp1_00001_0100_078_0.1_output_alignment"
"12979",79,100,1,0.1,"exp1_00001_0100_079_0.1","JC",NA,10000,"DNA","exp1_00001_0100_079_0.1_random_trees.phy","exp1_00001_0100_079_0.1_partitions.nex","exp1_00001_0100_079_0.1_output_alignment"
"12980",80,100,1,0.1,"exp1_00001_0100_080_0.1","JC",NA,10000,"DNA","exp1_00001_0100_080_0.1_random_trees.phy","exp1_00001_0100_080_0.1_partitions.nex","exp1_00001_0100_080_0.1_output_alignment"
"12981",81,100,1,0.1,"exp1_00001_0100_081_0.1","JC",NA,10000,"DNA","exp1_00001_0100_081_0.1_random_trees.phy","exp1_00001_0100_081_0.1_partitions.nex","exp1_00001_0100_081_0.1_output_alignment"
"12982",82,100,1,0.1,"exp1_00001_0100_082_0.1","JC",NA,10000,"DNA","exp1_00001_0100_082_0.1_random_trees.phy","exp1_00001_0100_082_0.1_partitions.nex","exp1_00001_0100_082_0.1_output_alignment"
"12983",83,100,1,0.1,"exp1_00001_0100_083_0.1","JC",NA,10000,"DNA","exp1_00001_0100_083_0.1_random_trees.phy","exp1_00001_0100_083_0.1_partitions.nex","exp1_00001_0100_083_0.1_output_alignment"
"12984",84,100,1,0.1,"exp1_00001_0100_084_0.1","JC",NA,10000,"DNA","exp1_00001_0100_084_0.1_random_trees.phy","exp1_00001_0100_084_0.1_partitions.nex","exp1_00001_0100_084_0.1_output_alignment"
"12985",85,100,1,0.1,"exp1_00001_0100_085_0.1","JC",NA,10000,"DNA","exp1_00001_0100_085_0.1_random_trees.phy","exp1_00001_0100_085_0.1_partitions.nex","exp1_00001_0100_085_0.1_output_alignment"
"12986",86,100,1,0.1,"exp1_00001_0100_086_0.1","JC",NA,10000,"DNA","exp1_00001_0100_086_0.1_random_trees.phy","exp1_00001_0100_086_0.1_partitions.nex","exp1_00001_0100_086_0.1_output_alignment"
"12987",87,100,1,0.1,"exp1_00001_0100_087_0.1","JC",NA,10000,"DNA","exp1_00001_0100_087_0.1_random_trees.phy","exp1_00001_0100_087_0.1_partitions.nex","exp1_00001_0100_087_0.1_output_alignment"
"12988",88,100,1,0.1,"exp1_00001_0100_088_0.1","JC",NA,10000,"DNA","exp1_00001_0100_088_0.1_random_trees.phy","exp1_00001_0100_088_0.1_partitions.nex","exp1_00001_0100_088_0.1_output_alignment"
"12989",89,100,1,0.1,"exp1_00001_0100_089_0.1","JC",NA,10000,"DNA","exp1_00001_0100_089_0.1_random_trees.phy","exp1_00001_0100_089_0.1_partitions.nex","exp1_00001_0100_089_0.1_output_alignment"
"12990",90,100,1,0.1,"exp1_00001_0100_090_0.1","JC",NA,10000,"DNA","exp1_00001_0100_090_0.1_random_trees.phy","exp1_00001_0100_090_0.1_partitions.nex","exp1_00001_0100_090_0.1_output_alignment"
"12991",91,100,1,0.1,"exp1_00001_0100_091_0.1","JC",NA,10000,"DNA","exp1_00001_0100_091_0.1_random_trees.phy","exp1_00001_0100_091_0.1_partitions.nex","exp1_00001_0100_091_0.1_output_alignment"
"12992",92,100,1,0.1,"exp1_00001_0100_092_0.1","JC",NA,10000,"DNA","exp1_00001_0100_092_0.1_random_trees.phy","exp1_00001_0100_092_0.1_partitions.nex","exp1_00001_0100_092_0.1_output_alignment"
"12993",93,100,1,0.1,"exp1_00001_0100_093_0.1","JC",NA,10000,"DNA","exp1_00001_0100_093_0.1_random_trees.phy","exp1_00001_0100_093_0.1_partitions.nex","exp1_00001_0100_093_0.1_output_alignment"
"12994",94,100,1,0.1,"exp1_00001_0100_094_0.1","JC",NA,10000,"DNA","exp1_00001_0100_094_0.1_random_trees.phy","exp1_00001_0100_094_0.1_partitions.nex","exp1_00001_0100_094_0.1_output_alignment"
"12995",95,100,1,0.1,"exp1_00001_0100_095_0.1","JC",NA,10000,"DNA","exp1_00001_0100_095_0.1_random_trees.phy","exp1_00001_0100_095_0.1_partitions.nex","exp1_00001_0100_095_0.1_output_alignment"
"12996",96,100,1,0.1,"exp1_00001_0100_096_0.1","JC",NA,10000,"DNA","exp1_00001_0100_096_0.1_random_trees.phy","exp1_00001_0100_096_0.1_partitions.nex","exp1_00001_0100_096_0.1_output_alignment"
"12997",97,100,1,0.1,"exp1_00001_0100_097_0.1","JC",NA,10000,"DNA","exp1_00001_0100_097_0.1_random_trees.phy","exp1_00001_0100_097_0.1_partitions.nex","exp1_00001_0100_097_0.1_output_alignment"
"12998",98,100,1,0.1,"exp1_00001_0100_098_0.1","JC",NA,10000,"DNA","exp1_00001_0100_098_0.1_random_trees.phy","exp1_00001_0100_098_0.1_partitions.nex","exp1_00001_0100_098_0.1_output_alignment"
"12999",99,100,1,0.1,"exp1_00001_0100_099_0.1","JC",NA,10000,"DNA","exp1_00001_0100_099_0.1_random_trees.phy","exp1_00001_0100_099_0.1_partitions.nex","exp1_00001_0100_099_0.1_output_alignment"
"13000",100,100,1,0.1,"exp1_00001_0100_100_0.1","JC",NA,10000,"DNA","exp1_00001_0100_100_0.1_random_trees.phy","exp1_00001_0100_100_0.1_partitions.nex","exp1_00001_0100_100_0.1_output_alignment"
"13001",1,5,2,0.1,"exp1_00002_0005_001_0.1","JC",NA,10000,"DNA","exp1_00002_0005_001_0.1_random_trees.phy","exp1_00002_0005_001_0.1_partitions.nex","exp1_00002_0005_001_0.1_output_alignment"
"13002",2,5,2,0.1,"exp1_00002_0005_002_0.1","JC",NA,10000,"DNA","exp1_00002_0005_002_0.1_random_trees.phy","exp1_00002_0005_002_0.1_partitions.nex","exp1_00002_0005_002_0.1_output_alignment"
"13003",3,5,2,0.1,"exp1_00002_0005_003_0.1","JC",NA,10000,"DNA","exp1_00002_0005_003_0.1_random_trees.phy","exp1_00002_0005_003_0.1_partitions.nex","exp1_00002_0005_003_0.1_output_alignment"
"13004",4,5,2,0.1,"exp1_00002_0005_004_0.1","JC",NA,10000,"DNA","exp1_00002_0005_004_0.1_random_trees.phy","exp1_00002_0005_004_0.1_partitions.nex","exp1_00002_0005_004_0.1_output_alignment"
"13005",5,5,2,0.1,"exp1_00002_0005_005_0.1","JC",NA,10000,"DNA","exp1_00002_0005_005_0.1_random_trees.phy","exp1_00002_0005_005_0.1_partitions.nex","exp1_00002_0005_005_0.1_output_alignment"
"13006",6,5,2,0.1,"exp1_00002_0005_006_0.1","JC",NA,10000,"DNA","exp1_00002_0005_006_0.1_random_trees.phy","exp1_00002_0005_006_0.1_partitions.nex","exp1_00002_0005_006_0.1_output_alignment"
"13007",7,5,2,0.1,"exp1_00002_0005_007_0.1","JC",NA,10000,"DNA","exp1_00002_0005_007_0.1_random_trees.phy","exp1_00002_0005_007_0.1_partitions.nex","exp1_00002_0005_007_0.1_output_alignment"
"13008",8,5,2,0.1,"exp1_00002_0005_008_0.1","JC",NA,10000,"DNA","exp1_00002_0005_008_0.1_random_trees.phy","exp1_00002_0005_008_0.1_partitions.nex","exp1_00002_0005_008_0.1_output_alignment"
"13009",9,5,2,0.1,"exp1_00002_0005_009_0.1","JC",NA,10000,"DNA","exp1_00002_0005_009_0.1_random_trees.phy","exp1_00002_0005_009_0.1_partitions.nex","exp1_00002_0005_009_0.1_output_alignment"
"13010",10,5,2,0.1,"exp1_00002_0005_010_0.1","JC",NA,10000,"DNA","exp1_00002_0005_010_0.1_random_trees.phy","exp1_00002_0005_010_0.1_partitions.nex","exp1_00002_0005_010_0.1_output_alignment"
"13011",11,5,2,0.1,"exp1_00002_0005_011_0.1","JC",NA,10000,"DNA","exp1_00002_0005_011_0.1_random_trees.phy","exp1_00002_0005_011_0.1_partitions.nex","exp1_00002_0005_011_0.1_output_alignment"
"13012",12,5,2,0.1,"exp1_00002_0005_012_0.1","JC",NA,10000,"DNA","exp1_00002_0005_012_0.1_random_trees.phy","exp1_00002_0005_012_0.1_partitions.nex","exp1_00002_0005_012_0.1_output_alignment"
"13013",13,5,2,0.1,"exp1_00002_0005_013_0.1","JC",NA,10000,"DNA","exp1_00002_0005_013_0.1_random_trees.phy","exp1_00002_0005_013_0.1_partitions.nex","exp1_00002_0005_013_0.1_output_alignment"
"13014",14,5,2,0.1,"exp1_00002_0005_014_0.1","JC",NA,10000,"DNA","exp1_00002_0005_014_0.1_random_trees.phy","exp1_00002_0005_014_0.1_partitions.nex","exp1_00002_0005_014_0.1_output_alignment"
"13015",15,5,2,0.1,"exp1_00002_0005_015_0.1","JC",NA,10000,"DNA","exp1_00002_0005_015_0.1_random_trees.phy","exp1_00002_0005_015_0.1_partitions.nex","exp1_00002_0005_015_0.1_output_alignment"
"13016",16,5,2,0.1,"exp1_00002_0005_016_0.1","JC",NA,10000,"DNA","exp1_00002_0005_016_0.1_random_trees.phy","exp1_00002_0005_016_0.1_partitions.nex","exp1_00002_0005_016_0.1_output_alignment"
"13017",17,5,2,0.1,"exp1_00002_0005_017_0.1","JC",NA,10000,"DNA","exp1_00002_0005_017_0.1_random_trees.phy","exp1_00002_0005_017_0.1_partitions.nex","exp1_00002_0005_017_0.1_output_alignment"
"13018",18,5,2,0.1,"exp1_00002_0005_018_0.1","JC",NA,10000,"DNA","exp1_00002_0005_018_0.1_random_trees.phy","exp1_00002_0005_018_0.1_partitions.nex","exp1_00002_0005_018_0.1_output_alignment"
"13019",19,5,2,0.1,"exp1_00002_0005_019_0.1","JC",NA,10000,"DNA","exp1_00002_0005_019_0.1_random_trees.phy","exp1_00002_0005_019_0.1_partitions.nex","exp1_00002_0005_019_0.1_output_alignment"
"13020",20,5,2,0.1,"exp1_00002_0005_020_0.1","JC",NA,10000,"DNA","exp1_00002_0005_020_0.1_random_trees.phy","exp1_00002_0005_020_0.1_partitions.nex","exp1_00002_0005_020_0.1_output_alignment"
"13021",21,5,2,0.1,"exp1_00002_0005_021_0.1","JC",NA,10000,"DNA","exp1_00002_0005_021_0.1_random_trees.phy","exp1_00002_0005_021_0.1_partitions.nex","exp1_00002_0005_021_0.1_output_alignment"
"13022",22,5,2,0.1,"exp1_00002_0005_022_0.1","JC",NA,10000,"DNA","exp1_00002_0005_022_0.1_random_trees.phy","exp1_00002_0005_022_0.1_partitions.nex","exp1_00002_0005_022_0.1_output_alignment"
"13023",23,5,2,0.1,"exp1_00002_0005_023_0.1","JC",NA,10000,"DNA","exp1_00002_0005_023_0.1_random_trees.phy","exp1_00002_0005_023_0.1_partitions.nex","exp1_00002_0005_023_0.1_output_alignment"
"13024",24,5,2,0.1,"exp1_00002_0005_024_0.1","JC",NA,10000,"DNA","exp1_00002_0005_024_0.1_random_trees.phy","exp1_00002_0005_024_0.1_partitions.nex","exp1_00002_0005_024_0.1_output_alignment"
"13025",25,5,2,0.1,"exp1_00002_0005_025_0.1","JC",NA,10000,"DNA","exp1_00002_0005_025_0.1_random_trees.phy","exp1_00002_0005_025_0.1_partitions.nex","exp1_00002_0005_025_0.1_output_alignment"
"13026",26,5,2,0.1,"exp1_00002_0005_026_0.1","JC",NA,10000,"DNA","exp1_00002_0005_026_0.1_random_trees.phy","exp1_00002_0005_026_0.1_partitions.nex","exp1_00002_0005_026_0.1_output_alignment"
"13027",27,5,2,0.1,"exp1_00002_0005_027_0.1","JC",NA,10000,"DNA","exp1_00002_0005_027_0.1_random_trees.phy","exp1_00002_0005_027_0.1_partitions.nex","exp1_00002_0005_027_0.1_output_alignment"
"13028",28,5,2,0.1,"exp1_00002_0005_028_0.1","JC",NA,10000,"DNA","exp1_00002_0005_028_0.1_random_trees.phy","exp1_00002_0005_028_0.1_partitions.nex","exp1_00002_0005_028_0.1_output_alignment"
"13029",29,5,2,0.1,"exp1_00002_0005_029_0.1","JC",NA,10000,"DNA","exp1_00002_0005_029_0.1_random_trees.phy","exp1_00002_0005_029_0.1_partitions.nex","exp1_00002_0005_029_0.1_output_alignment"
"13030",30,5,2,0.1,"exp1_00002_0005_030_0.1","JC",NA,10000,"DNA","exp1_00002_0005_030_0.1_random_trees.phy","exp1_00002_0005_030_0.1_partitions.nex","exp1_00002_0005_030_0.1_output_alignment"
"13031",31,5,2,0.1,"exp1_00002_0005_031_0.1","JC",NA,10000,"DNA","exp1_00002_0005_031_0.1_random_trees.phy","exp1_00002_0005_031_0.1_partitions.nex","exp1_00002_0005_031_0.1_output_alignment"
"13032",32,5,2,0.1,"exp1_00002_0005_032_0.1","JC",NA,10000,"DNA","exp1_00002_0005_032_0.1_random_trees.phy","exp1_00002_0005_032_0.1_partitions.nex","exp1_00002_0005_032_0.1_output_alignment"
"13033",33,5,2,0.1,"exp1_00002_0005_033_0.1","JC",NA,10000,"DNA","exp1_00002_0005_033_0.1_random_trees.phy","exp1_00002_0005_033_0.1_partitions.nex","exp1_00002_0005_033_0.1_output_alignment"
"13034",34,5,2,0.1,"exp1_00002_0005_034_0.1","JC",NA,10000,"DNA","exp1_00002_0005_034_0.1_random_trees.phy","exp1_00002_0005_034_0.1_partitions.nex","exp1_00002_0005_034_0.1_output_alignment"
"13035",35,5,2,0.1,"exp1_00002_0005_035_0.1","JC",NA,10000,"DNA","exp1_00002_0005_035_0.1_random_trees.phy","exp1_00002_0005_035_0.1_partitions.nex","exp1_00002_0005_035_0.1_output_alignment"
"13036",36,5,2,0.1,"exp1_00002_0005_036_0.1","JC",NA,10000,"DNA","exp1_00002_0005_036_0.1_random_trees.phy","exp1_00002_0005_036_0.1_partitions.nex","exp1_00002_0005_036_0.1_output_alignment"
"13037",37,5,2,0.1,"exp1_00002_0005_037_0.1","JC",NA,10000,"DNA","exp1_00002_0005_037_0.1_random_trees.phy","exp1_00002_0005_037_0.1_partitions.nex","exp1_00002_0005_037_0.1_output_alignment"
"13038",38,5,2,0.1,"exp1_00002_0005_038_0.1","JC",NA,10000,"DNA","exp1_00002_0005_038_0.1_random_trees.phy","exp1_00002_0005_038_0.1_partitions.nex","exp1_00002_0005_038_0.1_output_alignment"
"13039",39,5,2,0.1,"exp1_00002_0005_039_0.1","JC",NA,10000,"DNA","exp1_00002_0005_039_0.1_random_trees.phy","exp1_00002_0005_039_0.1_partitions.nex","exp1_00002_0005_039_0.1_output_alignment"
"13040",40,5,2,0.1,"exp1_00002_0005_040_0.1","JC",NA,10000,"DNA","exp1_00002_0005_040_0.1_random_trees.phy","exp1_00002_0005_040_0.1_partitions.nex","exp1_00002_0005_040_0.1_output_alignment"
"13041",41,5,2,0.1,"exp1_00002_0005_041_0.1","JC",NA,10000,"DNA","exp1_00002_0005_041_0.1_random_trees.phy","exp1_00002_0005_041_0.1_partitions.nex","exp1_00002_0005_041_0.1_output_alignment"
"13042",42,5,2,0.1,"exp1_00002_0005_042_0.1","JC",NA,10000,"DNA","exp1_00002_0005_042_0.1_random_trees.phy","exp1_00002_0005_042_0.1_partitions.nex","exp1_00002_0005_042_0.1_output_alignment"
"13043",43,5,2,0.1,"exp1_00002_0005_043_0.1","JC",NA,10000,"DNA","exp1_00002_0005_043_0.1_random_trees.phy","exp1_00002_0005_043_0.1_partitions.nex","exp1_00002_0005_043_0.1_output_alignment"
"13044",44,5,2,0.1,"exp1_00002_0005_044_0.1","JC",NA,10000,"DNA","exp1_00002_0005_044_0.1_random_trees.phy","exp1_00002_0005_044_0.1_partitions.nex","exp1_00002_0005_044_0.1_output_alignment"
"13045",45,5,2,0.1,"exp1_00002_0005_045_0.1","JC",NA,10000,"DNA","exp1_00002_0005_045_0.1_random_trees.phy","exp1_00002_0005_045_0.1_partitions.nex","exp1_00002_0005_045_0.1_output_alignment"
"13046",46,5,2,0.1,"exp1_00002_0005_046_0.1","JC",NA,10000,"DNA","exp1_00002_0005_046_0.1_random_trees.phy","exp1_00002_0005_046_0.1_partitions.nex","exp1_00002_0005_046_0.1_output_alignment"
