"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"123",23,10,1,0.01,"exp1_00001_0010_023_0.01","JC",NA,10000,"DNA","exp1_00001_0010_023_0.01_random_trees.phy","exp1_00001_0010_023_0.01_partitions.nex","exp1_00001_0010_023_0.01_output_alignment"
"124",24,10,1,0.01,"exp1_00001_0010_024_0.01","JC",NA,10000,"DNA","exp1_00001_0010_024_0.01_random_trees.phy","exp1_00001_0010_024_0.01_partitions.nex","exp1_00001_0010_024_0.01_output_alignment"
"125",25,10,1,0.01,"exp1_00001_0010_025_0.01","JC",NA,10000,"DNA","exp1_00001_0010_025_0.01_random_trees.phy","exp1_00001_0010_025_0.01_partitions.nex","exp1_00001_0010_025_0.01_output_alignment"
"126",26,10,1,0.01,"exp1_00001_0010_026_0.01","JC",NA,10000,"DNA","exp1_00001_0010_026_0.01_random_trees.phy","exp1_00001_0010_026_0.01_partitions.nex","exp1_00001_0010_026_0.01_output_alignment"
"127",27,10,1,0.01,"exp1_00001_0010_027_0.01","JC",NA,10000,"DNA","exp1_00001_0010_027_0.01_random_trees.phy","exp1_00001_0010_027_0.01_partitions.nex","exp1_00001_0010_027_0.01_output_alignment"
"128",28,10,1,0.01,"exp1_00001_0010_028_0.01","JC",NA,10000,"DNA","exp1_00001_0010_028_0.01_random_trees.phy","exp1_00001_0010_028_0.01_partitions.nex","exp1_00001_0010_028_0.01_output_alignment"
"129",29,10,1,0.01,"exp1_00001_0010_029_0.01","JC",NA,10000,"DNA","exp1_00001_0010_029_0.01_random_trees.phy","exp1_00001_0010_029_0.01_partitions.nex","exp1_00001_0010_029_0.01_output_alignment"
"130",30,10,1,0.01,"exp1_00001_0010_030_0.01","JC",NA,10000,"DNA","exp1_00001_0010_030_0.01_random_trees.phy","exp1_00001_0010_030_0.01_partitions.nex","exp1_00001_0010_030_0.01_output_alignment"
"131",31,10,1,0.01,"exp1_00001_0010_031_0.01","JC",NA,10000,"DNA","exp1_00001_0010_031_0.01_random_trees.phy","exp1_00001_0010_031_0.01_partitions.nex","exp1_00001_0010_031_0.01_output_alignment"
"132",32,10,1,0.01,"exp1_00001_0010_032_0.01","JC",NA,10000,"DNA","exp1_00001_0010_032_0.01_random_trees.phy","exp1_00001_0010_032_0.01_partitions.nex","exp1_00001_0010_032_0.01_output_alignment"
"133",33,10,1,0.01,"exp1_00001_0010_033_0.01","JC",NA,10000,"DNA","exp1_00001_0010_033_0.01_random_trees.phy","exp1_00001_0010_033_0.01_partitions.nex","exp1_00001_0010_033_0.01_output_alignment"
"134",34,10,1,0.01,"exp1_00001_0010_034_0.01","JC",NA,10000,"DNA","exp1_00001_0010_034_0.01_random_trees.phy","exp1_00001_0010_034_0.01_partitions.nex","exp1_00001_0010_034_0.01_output_alignment"
"135",35,10,1,0.01,"exp1_00001_0010_035_0.01","JC",NA,10000,"DNA","exp1_00001_0010_035_0.01_random_trees.phy","exp1_00001_0010_035_0.01_partitions.nex","exp1_00001_0010_035_0.01_output_alignment"
"136",36,10,1,0.01,"exp1_00001_0010_036_0.01","JC",NA,10000,"DNA","exp1_00001_0010_036_0.01_random_trees.phy","exp1_00001_0010_036_0.01_partitions.nex","exp1_00001_0010_036_0.01_output_alignment"
"137",37,10,1,0.01,"exp1_00001_0010_037_0.01","JC",NA,10000,"DNA","exp1_00001_0010_037_0.01_random_trees.phy","exp1_00001_0010_037_0.01_partitions.nex","exp1_00001_0010_037_0.01_output_alignment"
"138",38,10,1,0.01,"exp1_00001_0010_038_0.01","JC",NA,10000,"DNA","exp1_00001_0010_038_0.01_random_trees.phy","exp1_00001_0010_038_0.01_partitions.nex","exp1_00001_0010_038_0.01_output_alignment"
"139",39,10,1,0.01,"exp1_00001_0010_039_0.01","JC",NA,10000,"DNA","exp1_00001_0010_039_0.01_random_trees.phy","exp1_00001_0010_039_0.01_partitions.nex","exp1_00001_0010_039_0.01_output_alignment"
"140",40,10,1,0.01,"exp1_00001_0010_040_0.01","JC",NA,10000,"DNA","exp1_00001_0010_040_0.01_random_trees.phy","exp1_00001_0010_040_0.01_partitions.nex","exp1_00001_0010_040_0.01_output_alignment"
"141",41,10,1,0.01,"exp1_00001_0010_041_0.01","JC",NA,10000,"DNA","exp1_00001_0010_041_0.01_random_trees.phy","exp1_00001_0010_041_0.01_partitions.nex","exp1_00001_0010_041_0.01_output_alignment"
"142",42,10,1,0.01,"exp1_00001_0010_042_0.01","JC",NA,10000,"DNA","exp1_00001_0010_042_0.01_random_trees.phy","exp1_00001_0010_042_0.01_partitions.nex","exp1_00001_0010_042_0.01_output_alignment"
"143",43,10,1,0.01,"exp1_00001_0010_043_0.01","JC",NA,10000,"DNA","exp1_00001_0010_043_0.01_random_trees.phy","exp1_00001_0010_043_0.01_partitions.nex","exp1_00001_0010_043_0.01_output_alignment"
"144",44,10,1,0.01,"exp1_00001_0010_044_0.01","JC",NA,10000,"DNA","exp1_00001_0010_044_0.01_random_trees.phy","exp1_00001_0010_044_0.01_partitions.nex","exp1_00001_0010_044_0.01_output_alignment"
"145",45,10,1,0.01,"exp1_00001_0010_045_0.01","JC",NA,10000,"DNA","exp1_00001_0010_045_0.01_random_trees.phy","exp1_00001_0010_045_0.01_partitions.nex","exp1_00001_0010_045_0.01_output_alignment"
"146",46,10,1,0.01,"exp1_00001_0010_046_0.01","JC",NA,10000,"DNA","exp1_00001_0010_046_0.01_random_trees.phy","exp1_00001_0010_046_0.01_partitions.nex","exp1_00001_0010_046_0.01_output_alignment"
"147",47,10,1,0.01,"exp1_00001_0010_047_0.01","JC",NA,10000,"DNA","exp1_00001_0010_047_0.01_random_trees.phy","exp1_00001_0010_047_0.01_partitions.nex","exp1_00001_0010_047_0.01_output_alignment"
"148",48,10,1,0.01,"exp1_00001_0010_048_0.01","JC",NA,10000,"DNA","exp1_00001_0010_048_0.01_random_trees.phy","exp1_00001_0010_048_0.01_partitions.nex","exp1_00001_0010_048_0.01_output_alignment"
"149",49,10,1,0.01,"exp1_00001_0010_049_0.01","JC",NA,10000,"DNA","exp1_00001_0010_049_0.01_random_trees.phy","exp1_00001_0010_049_0.01_partitions.nex","exp1_00001_0010_049_0.01_output_alignment"
"150",50,10,1,0.01,"exp1_00001_0010_050_0.01","JC",NA,10000,"DNA","exp1_00001_0010_050_0.01_random_trees.phy","exp1_00001_0010_050_0.01_partitions.nex","exp1_00001_0010_050_0.01_output_alignment"
"151",51,10,1,0.01,"exp1_00001_0010_051_0.01","JC",NA,10000,"DNA","exp1_00001_0010_051_0.01_random_trees.phy","exp1_00001_0010_051_0.01_partitions.nex","exp1_00001_0010_051_0.01_output_alignment"
"152",52,10,1,0.01,"exp1_00001_0010_052_0.01","JC",NA,10000,"DNA","exp1_00001_0010_052_0.01_random_trees.phy","exp1_00001_0010_052_0.01_partitions.nex","exp1_00001_0010_052_0.01_output_alignment"
"153",53,10,1,0.01,"exp1_00001_0010_053_0.01","JC",NA,10000,"DNA","exp1_00001_0010_053_0.01_random_trees.phy","exp1_00001_0010_053_0.01_partitions.nex","exp1_00001_0010_053_0.01_output_alignment"
"154",54,10,1,0.01,"exp1_00001_0010_054_0.01","JC",NA,10000,"DNA","exp1_00001_0010_054_0.01_random_trees.phy","exp1_00001_0010_054_0.01_partitions.nex","exp1_00001_0010_054_0.01_output_alignment"
"155",55,10,1,0.01,"exp1_00001_0010_055_0.01","JC",NA,10000,"DNA","exp1_00001_0010_055_0.01_random_trees.phy","exp1_00001_0010_055_0.01_partitions.nex","exp1_00001_0010_055_0.01_output_alignment"
"156",56,10,1,0.01,"exp1_00001_0010_056_0.01","JC",NA,10000,"DNA","exp1_00001_0010_056_0.01_random_trees.phy","exp1_00001_0010_056_0.01_partitions.nex","exp1_00001_0010_056_0.01_output_alignment"
"157",57,10,1,0.01,"exp1_00001_0010_057_0.01","JC",NA,10000,"DNA","exp1_00001_0010_057_0.01_random_trees.phy","exp1_00001_0010_057_0.01_partitions.nex","exp1_00001_0010_057_0.01_output_alignment"
"158",58,10,1,0.01,"exp1_00001_0010_058_0.01","JC",NA,10000,"DNA","exp1_00001_0010_058_0.01_random_trees.phy","exp1_00001_0010_058_0.01_partitions.nex","exp1_00001_0010_058_0.01_output_alignment"
"159",59,10,1,0.01,"exp1_00001_0010_059_0.01","JC",NA,10000,"DNA","exp1_00001_0010_059_0.01_random_trees.phy","exp1_00001_0010_059_0.01_partitions.nex","exp1_00001_0010_059_0.01_output_alignment"
"160",60,10,1,0.01,"exp1_00001_0010_060_0.01","JC",NA,10000,"DNA","exp1_00001_0010_060_0.01_random_trees.phy","exp1_00001_0010_060_0.01_partitions.nex","exp1_00001_0010_060_0.01_output_alignment"
"161",61,10,1,0.01,"exp1_00001_0010_061_0.01","JC",NA,10000,"DNA","exp1_00001_0010_061_0.01_random_trees.phy","exp1_00001_0010_061_0.01_partitions.nex","exp1_00001_0010_061_0.01_output_alignment"
"162",62,10,1,0.01,"exp1_00001_0010_062_0.01","JC",NA,10000,"DNA","exp1_00001_0010_062_0.01_random_trees.phy","exp1_00001_0010_062_0.01_partitions.nex","exp1_00001_0010_062_0.01_output_alignment"
"163",63,10,1,0.01,"exp1_00001_0010_063_0.01","JC",NA,10000,"DNA","exp1_00001_0010_063_0.01_random_trees.phy","exp1_00001_0010_063_0.01_partitions.nex","exp1_00001_0010_063_0.01_output_alignment"
"164",64,10,1,0.01,"exp1_00001_0010_064_0.01","JC",NA,10000,"DNA","exp1_00001_0010_064_0.01_random_trees.phy","exp1_00001_0010_064_0.01_partitions.nex","exp1_00001_0010_064_0.01_output_alignment"
"165",65,10,1,0.01,"exp1_00001_0010_065_0.01","JC",NA,10000,"DNA","exp1_00001_0010_065_0.01_random_trees.phy","exp1_00001_0010_065_0.01_partitions.nex","exp1_00001_0010_065_0.01_output_alignment"
"166",66,10,1,0.01,"exp1_00001_0010_066_0.01","JC",NA,10000,"DNA","exp1_00001_0010_066_0.01_random_trees.phy","exp1_00001_0010_066_0.01_partitions.nex","exp1_00001_0010_066_0.01_output_alignment"
"167",67,10,1,0.01,"exp1_00001_0010_067_0.01","JC",NA,10000,"DNA","exp1_00001_0010_067_0.01_random_trees.phy","exp1_00001_0010_067_0.01_partitions.nex","exp1_00001_0010_067_0.01_output_alignment"
"168",68,10,1,0.01,"exp1_00001_0010_068_0.01","JC",NA,10000,"DNA","exp1_00001_0010_068_0.01_random_trees.phy","exp1_00001_0010_068_0.01_partitions.nex","exp1_00001_0010_068_0.01_output_alignment"
"169",69,10,1,0.01,"exp1_00001_0010_069_0.01","JC",NA,10000,"DNA","exp1_00001_0010_069_0.01_random_trees.phy","exp1_00001_0010_069_0.01_partitions.nex","exp1_00001_0010_069_0.01_output_alignment"
"170",70,10,1,0.01,"exp1_00001_0010_070_0.01","JC",NA,10000,"DNA","exp1_00001_0010_070_0.01_random_trees.phy","exp1_00001_0010_070_0.01_partitions.nex","exp1_00001_0010_070_0.01_output_alignment"
"171",71,10,1,0.01,"exp1_00001_0010_071_0.01","JC",NA,10000,"DNA","exp1_00001_0010_071_0.01_random_trees.phy","exp1_00001_0010_071_0.01_partitions.nex","exp1_00001_0010_071_0.01_output_alignment"
"172",72,10,1,0.01,"exp1_00001_0010_072_0.01","JC",NA,10000,"DNA","exp1_00001_0010_072_0.01_random_trees.phy","exp1_00001_0010_072_0.01_partitions.nex","exp1_00001_0010_072_0.01_output_alignment"
"173",73,10,1,0.01,"exp1_00001_0010_073_0.01","JC",NA,10000,"DNA","exp1_00001_0010_073_0.01_random_trees.phy","exp1_00001_0010_073_0.01_partitions.nex","exp1_00001_0010_073_0.01_output_alignment"
"174",74,10,1,0.01,"exp1_00001_0010_074_0.01","JC",NA,10000,"DNA","exp1_00001_0010_074_0.01_random_trees.phy","exp1_00001_0010_074_0.01_partitions.nex","exp1_00001_0010_074_0.01_output_alignment"
"175",75,10,1,0.01,"exp1_00001_0010_075_0.01","JC",NA,10000,"DNA","exp1_00001_0010_075_0.01_random_trees.phy","exp1_00001_0010_075_0.01_partitions.nex","exp1_00001_0010_075_0.01_output_alignment"
"176",76,10,1,0.01,"exp1_00001_0010_076_0.01","JC",NA,10000,"DNA","exp1_00001_0010_076_0.01_random_trees.phy","exp1_00001_0010_076_0.01_partitions.nex","exp1_00001_0010_076_0.01_output_alignment"
"177",77,10,1,0.01,"exp1_00001_0010_077_0.01","JC",NA,10000,"DNA","exp1_00001_0010_077_0.01_random_trees.phy","exp1_00001_0010_077_0.01_partitions.nex","exp1_00001_0010_077_0.01_output_alignment"
"178",78,10,1,0.01,"exp1_00001_0010_078_0.01","JC",NA,10000,"DNA","exp1_00001_0010_078_0.01_random_trees.phy","exp1_00001_0010_078_0.01_partitions.nex","exp1_00001_0010_078_0.01_output_alignment"
"179",79,10,1,0.01,"exp1_00001_0010_079_0.01","JC",NA,10000,"DNA","exp1_00001_0010_079_0.01_random_trees.phy","exp1_00001_0010_079_0.01_partitions.nex","exp1_00001_0010_079_0.01_output_alignment"
"180",80,10,1,0.01,"exp1_00001_0010_080_0.01","JC",NA,10000,"DNA","exp1_00001_0010_080_0.01_random_trees.phy","exp1_00001_0010_080_0.01_partitions.nex","exp1_00001_0010_080_0.01_output_alignment"
"181",81,10,1,0.01,"exp1_00001_0010_081_0.01","JC",NA,10000,"DNA","exp1_00001_0010_081_0.01_random_trees.phy","exp1_00001_0010_081_0.01_partitions.nex","exp1_00001_0010_081_0.01_output_alignment"
"182",82,10,1,0.01,"exp1_00001_0010_082_0.01","JC",NA,10000,"DNA","exp1_00001_0010_082_0.01_random_trees.phy","exp1_00001_0010_082_0.01_partitions.nex","exp1_00001_0010_082_0.01_output_alignment"
"183",83,10,1,0.01,"exp1_00001_0010_083_0.01","JC",NA,10000,"DNA","exp1_00001_0010_083_0.01_random_trees.phy","exp1_00001_0010_083_0.01_partitions.nex","exp1_00001_0010_083_0.01_output_alignment"
"184",84,10,1,0.01,"exp1_00001_0010_084_0.01","JC",NA,10000,"DNA","exp1_00001_0010_084_0.01_random_trees.phy","exp1_00001_0010_084_0.01_partitions.nex","exp1_00001_0010_084_0.01_output_alignment"
"185",85,10,1,0.01,"exp1_00001_0010_085_0.01","JC",NA,10000,"DNA","exp1_00001_0010_085_0.01_random_trees.phy","exp1_00001_0010_085_0.01_partitions.nex","exp1_00001_0010_085_0.01_output_alignment"
"186",86,10,1,0.01,"exp1_00001_0010_086_0.01","JC",NA,10000,"DNA","exp1_00001_0010_086_0.01_random_trees.phy","exp1_00001_0010_086_0.01_partitions.nex","exp1_00001_0010_086_0.01_output_alignment"
"187",87,10,1,0.01,"exp1_00001_0010_087_0.01","JC",NA,10000,"DNA","exp1_00001_0010_087_0.01_random_trees.phy","exp1_00001_0010_087_0.01_partitions.nex","exp1_00001_0010_087_0.01_output_alignment"
"188",88,10,1,0.01,"exp1_00001_0010_088_0.01","JC",NA,10000,"DNA","exp1_00001_0010_088_0.01_random_trees.phy","exp1_00001_0010_088_0.01_partitions.nex","exp1_00001_0010_088_0.01_output_alignment"
"189",89,10,1,0.01,"exp1_00001_0010_089_0.01","JC",NA,10000,"DNA","exp1_00001_0010_089_0.01_random_trees.phy","exp1_00001_0010_089_0.01_partitions.nex","exp1_00001_0010_089_0.01_output_alignment"
"190",90,10,1,0.01,"exp1_00001_0010_090_0.01","JC",NA,10000,"DNA","exp1_00001_0010_090_0.01_random_trees.phy","exp1_00001_0010_090_0.01_partitions.nex","exp1_00001_0010_090_0.01_output_alignment"
"191",91,10,1,0.01,"exp1_00001_0010_091_0.01","JC",NA,10000,"DNA","exp1_00001_0010_091_0.01_random_trees.phy","exp1_00001_0010_091_0.01_partitions.nex","exp1_00001_0010_091_0.01_output_alignment"
"192",92,10,1,0.01,"exp1_00001_0010_092_0.01","JC",NA,10000,"DNA","exp1_00001_0010_092_0.01_random_trees.phy","exp1_00001_0010_092_0.01_partitions.nex","exp1_00001_0010_092_0.01_output_alignment"
"193",93,10,1,0.01,"exp1_00001_0010_093_0.01","JC",NA,10000,"DNA","exp1_00001_0010_093_0.01_random_trees.phy","exp1_00001_0010_093_0.01_partitions.nex","exp1_00001_0010_093_0.01_output_alignment"
"194",94,10,1,0.01,"exp1_00001_0010_094_0.01","JC",NA,10000,"DNA","exp1_00001_0010_094_0.01_random_trees.phy","exp1_00001_0010_094_0.01_partitions.nex","exp1_00001_0010_094_0.01_output_alignment"
"195",95,10,1,0.01,"exp1_00001_0010_095_0.01","JC",NA,10000,"DNA","exp1_00001_0010_095_0.01_random_trees.phy","exp1_00001_0010_095_0.01_partitions.nex","exp1_00001_0010_095_0.01_output_alignment"
"196",96,10,1,0.01,"exp1_00001_0010_096_0.01","JC",NA,10000,"DNA","exp1_00001_0010_096_0.01_random_trees.phy","exp1_00001_0010_096_0.01_partitions.nex","exp1_00001_0010_096_0.01_output_alignment"
"197",97,10,1,0.01,"exp1_00001_0010_097_0.01","JC",NA,10000,"DNA","exp1_00001_0010_097_0.01_random_trees.phy","exp1_00001_0010_097_0.01_partitions.nex","exp1_00001_0010_097_0.01_output_alignment"
"198",98,10,1,0.01,"exp1_00001_0010_098_0.01","JC",NA,10000,"DNA","exp1_00001_0010_098_0.01_random_trees.phy","exp1_00001_0010_098_0.01_partitions.nex","exp1_00001_0010_098_0.01_output_alignment"
"199",99,10,1,0.01,"exp1_00001_0010_099_0.01","JC",NA,10000,"DNA","exp1_00001_0010_099_0.01_random_trees.phy","exp1_00001_0010_099_0.01_partitions.nex","exp1_00001_0010_099_0.01_output_alignment"
"200",100,10,1,0.01,"exp1_00001_0010_100_0.01","JC",NA,10000,"DNA","exp1_00001_0010_100_0.01_random_trees.phy","exp1_00001_0010_100_0.01_partitions.nex","exp1_00001_0010_100_0.01_output_alignment"
"201",1,20,1,0.01,"exp1_00001_0020_001_0.01","JC",NA,10000,"DNA","exp1_00001_0020_001_0.01_random_trees.phy","exp1_00001_0020_001_0.01_partitions.nex","exp1_00001_0020_001_0.01_output_alignment"
"202",2,20,1,0.01,"exp1_00001_0020_002_0.01","JC",NA,10000,"DNA","exp1_00001_0020_002_0.01_random_trees.phy","exp1_00001_0020_002_0.01_partitions.nex","exp1_00001_0020_002_0.01_output_alignment"
"203",3,20,1,0.01,"exp1_00001_0020_003_0.01","JC",NA,10000,"DNA","exp1_00001_0020_003_0.01_random_trees.phy","exp1_00001_0020_003_0.01_partitions.nex","exp1_00001_0020_003_0.01_output_alignment"
"204",4,20,1,0.01,"exp1_00001_0020_004_0.01","JC",NA,10000,"DNA","exp1_00001_0020_004_0.01_random_trees.phy","exp1_00001_0020_004_0.01_partitions.nex","exp1_00001_0020_004_0.01_output_alignment"
"205",5,20,1,0.01,"exp1_00001_0020_005_0.01","JC",NA,10000,"DNA","exp1_00001_0020_005_0.01_random_trees.phy","exp1_00001_0020_005_0.01_partitions.nex","exp1_00001_0020_005_0.01_output_alignment"
"206",6,20,1,0.01,"exp1_00001_0020_006_0.01","JC",NA,10000,"DNA","exp1_00001_0020_006_0.01_random_trees.phy","exp1_00001_0020_006_0.01_partitions.nex","exp1_00001_0020_006_0.01_output_alignment"
"207",7,20,1,0.01,"exp1_00001_0020_007_0.01","JC",NA,10000,"DNA","exp1_00001_0020_007_0.01_random_trees.phy","exp1_00001_0020_007_0.01_partitions.nex","exp1_00001_0020_007_0.01_output_alignment"
"208",8,20,1,0.01,"exp1_00001_0020_008_0.01","JC",NA,10000,"DNA","exp1_00001_0020_008_0.01_random_trees.phy","exp1_00001_0020_008_0.01_partitions.nex","exp1_00001_0020_008_0.01_output_alignment"
"209",9,20,1,0.01,"exp1_00001_0020_009_0.01","JC",NA,10000,"DNA","exp1_00001_0020_009_0.01_random_trees.phy","exp1_00001_0020_009_0.01_partitions.nex","exp1_00001_0020_009_0.01_output_alignment"
"210",10,20,1,0.01,"exp1_00001_0020_010_0.01","JC",NA,10000,"DNA","exp1_00001_0020_010_0.01_random_trees.phy","exp1_00001_0020_010_0.01_partitions.nex","exp1_00001_0020_010_0.01_output_alignment"
"211",11,20,1,0.01,"exp1_00001_0020_011_0.01","JC",NA,10000,"DNA","exp1_00001_0020_011_0.01_random_trees.phy","exp1_00001_0020_011_0.01_partitions.nex","exp1_00001_0020_011_0.01_output_alignment"
"212",12,20,1,0.01,"exp1_00001_0020_012_0.01","JC",NA,10000,"DNA","exp1_00001_0020_012_0.01_random_trees.phy","exp1_00001_0020_012_0.01_partitions.nex","exp1_00001_0020_012_0.01_output_alignment"
"213",13,20,1,0.01,"exp1_00001_0020_013_0.01","JC",NA,10000,"DNA","exp1_00001_0020_013_0.01_random_trees.phy","exp1_00001_0020_013_0.01_partitions.nex","exp1_00001_0020_013_0.01_output_alignment"
"214",14,20,1,0.01,"exp1_00001_0020_014_0.01","JC",NA,10000,"DNA","exp1_00001_0020_014_0.01_random_trees.phy","exp1_00001_0020_014_0.01_partitions.nex","exp1_00001_0020_014_0.01_output_alignment"
"215",15,20,1,0.01,"exp1_00001_0020_015_0.01","JC",NA,10000,"DNA","exp1_00001_0020_015_0.01_random_trees.phy","exp1_00001_0020_015_0.01_partitions.nex","exp1_00001_0020_015_0.01_output_alignment"
"216",16,20,1,0.01,"exp1_00001_0020_016_0.01","JC",NA,10000,"DNA","exp1_00001_0020_016_0.01_random_trees.phy","exp1_00001_0020_016_0.01_partitions.nex","exp1_00001_0020_016_0.01_output_alignment"
"217",17,20,1,0.01,"exp1_00001_0020_017_0.01","JC",NA,10000,"DNA","exp1_00001_0020_017_0.01_random_trees.phy","exp1_00001_0020_017_0.01_partitions.nex","exp1_00001_0020_017_0.01_output_alignment"
"218",18,20,1,0.01,"exp1_00001_0020_018_0.01","JC",NA,10000,"DNA","exp1_00001_0020_018_0.01_random_trees.phy","exp1_00001_0020_018_0.01_partitions.nex","exp1_00001_0020_018_0.01_output_alignment"
"219",19,20,1,0.01,"exp1_00001_0020_019_0.01","JC",NA,10000,"DNA","exp1_00001_0020_019_0.01_random_trees.phy","exp1_00001_0020_019_0.01_partitions.nex","exp1_00001_0020_019_0.01_output_alignment"
"220",20,20,1,0.01,"exp1_00001_0020_020_0.01","JC",NA,10000,"DNA","exp1_00001_0020_020_0.01_random_trees.phy","exp1_00001_0020_020_0.01_partitions.nex","exp1_00001_0020_020_0.01_output_alignment"
"221",21,20,1,0.01,"exp1_00001_0020_021_0.01","JC",NA,10000,"DNA","exp1_00001_0020_021_0.01_random_trees.phy","exp1_00001_0020_021_0.01_partitions.nex","exp1_00001_0020_021_0.01_output_alignment"
"222",22,20,1,0.01,"exp1_00001_0020_022_0.01","JC",NA,10000,"DNA","exp1_00001_0020_022_0.01_random_trees.phy","exp1_00001_0020_022_0.01_partitions.nex","exp1_00001_0020_022_0.01_output_alignment"
"223",23,20,1,0.01,"exp1_00001_0020_023_0.01","JC",NA,10000,"DNA","exp1_00001_0020_023_0.01_random_trees.phy","exp1_00001_0020_023_0.01_partitions.nex","exp1_00001_0020_023_0.01_output_alignment"
"224",24,20,1,0.01,"exp1_00001_0020_024_0.01","JC",NA,10000,"DNA","exp1_00001_0020_024_0.01_random_trees.phy","exp1_00001_0020_024_0.01_partitions.nex","exp1_00001_0020_024_0.01_output_alignment"
"225",25,20,1,0.01,"exp1_00001_0020_025_0.01","JC",NA,10000,"DNA","exp1_00001_0020_025_0.01_random_trees.phy","exp1_00001_0020_025_0.01_partitions.nex","exp1_00001_0020_025_0.01_output_alignment"
"226",26,20,1,0.01,"exp1_00001_0020_026_0.01","JC",NA,10000,"DNA","exp1_00001_0020_026_0.01_random_trees.phy","exp1_00001_0020_026_0.01_partitions.nex","exp1_00001_0020_026_0.01_output_alignment"
"227",27,20,1,0.01,"exp1_00001_0020_027_0.01","JC",NA,10000,"DNA","exp1_00001_0020_027_0.01_random_trees.phy","exp1_00001_0020_027_0.01_partitions.nex","exp1_00001_0020_027_0.01_output_alignment"
"228",28,20,1,0.01,"exp1_00001_0020_028_0.01","JC",NA,10000,"DNA","exp1_00001_0020_028_0.01_random_trees.phy","exp1_00001_0020_028_0.01_partitions.nex","exp1_00001_0020_028_0.01_output_alignment"
"229",29,20,1,0.01,"exp1_00001_0020_029_0.01","JC",NA,10000,"DNA","exp1_00001_0020_029_0.01_random_trees.phy","exp1_00001_0020_029_0.01_partitions.nex","exp1_00001_0020_029_0.01_output_alignment"
"230",30,20,1,0.01,"exp1_00001_0020_030_0.01","JC",NA,10000,"DNA","exp1_00001_0020_030_0.01_random_trees.phy","exp1_00001_0020_030_0.01_partitions.nex","exp1_00001_0020_030_0.01_output_alignment"
